siteName,siteTime,siteAddress,daysofOperation,siteDistrict,siteCounty,siteState,siteZip,contactPhone,startDate,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,siteStatus,endDate,_updatedOn
Bus #’s 11 & 17,9:15AM-9:30AM,Grapeview Loop Road – Nelsen Rd to Lombard Road,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #’s 11 & 17,9:30AM-9:45AM,Grapeview Loop Road – Lombard Rd to Stadium Beach,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #’s 11 & 17,9:45AM-10:00AM,Grapeview Loop Road – Stadium Beach to Leffler Loop,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #’s 11 & 17,10:00AM-10:15AM,Thomas Road to Clayton Lane,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #’s 11 & 17,10:30AM,Krabbenhoft Fire Station,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #19,9:00AM-9:20AM,Mason Lake Drive W – Boat Launch to Mason Lake Road,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #19,9:20AM-9:30AM,Mason Lake Road to Mason Lake Drive S,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #19,9:30AM-9:45AM,Mason Lake Drive S to Mason Lake Drive E,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #19,9:45AM-10AM,Mason Lake Drive E to Benson Lake Drive,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #19,10:00AM-10:15AM,Coleman Road to Anthony Road,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #19,10:15AM-10:30AM,Anthony Road to Hwy 3,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sand Hill Elementary,11:00AM-1:00PM,"791 NE Sand Hill Road, Belfair","'M', 'T', 'W', 'TH', 'F'",North Mason,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hawkins Middle School,11:00AM-1:00PM,"300 E Campus Drive, Belfair","'M', 'T', 'W', 'TH', 'F'",North Mason,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Belfair Elementary,11:00AM-1:00PM,"22900 WA-3, Belfair","'M', 'T', 'W', 'TH', 'F'",North Mason,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Elementary School,9:00AM-10:00AM,"110 E Spencer Lake Road, Shelton","'M', 'T', 'W', 'TH', 'F'",Pioneer,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Shelton High School (Student Union Building (SUB)),9:00AM-12:00PM,"3737 N Shelton Springs Road, Shelton","'M', 'T', 'W', 'TH', 'F'",Shelton/Southside,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bordeaux Elementary School,9:00AM-12:00PM,"350 E University Avenue, Shelton","'M', 'T', 'W', 'TH', 'F'",Shelton/Southside,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Evergreen Elementary School,9:00AM-12:00PM,"900 W Franklin Street, Shelton","'M', 'T', 'W', 'TH', 'F'",Shelton/Southside,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Olympic Middle School,9:00AM-12:00PM,"800 E K Street, Shelton","'M', 'T', 'W', 'TH', 'F'",Shelton/Southside,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Boys and Girls Club,9:30AM-11:00,"601 W Cliff Ave, Brewster","'M', 'T', 'W', 'TH', 'F'",Brewster,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Brewster Middle School (near basketball court),9:30AM-11:00AM,"422 7th Street, Brewster","'M', 'T', 'W', 'TH', 'F'",Brewster,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tillman’s (Elmer City),12:00PM-1:00PM,,"'M', 'T', 'W', 'TH', 'F'",Grand Coulee Dam,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Grand Coulee Dam Middle School,12:00PM-1:00PM,"412 Federal Avenue, Grand Coulee","'M', 'T', 'W', 'TH', 'F'",Grand Coulee Dam,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Electric City Hall,12:00PM-1:00PM,"10 Western Avenue, Electric City","'M', 'T', 'W', 'TH', 'F'",Grand Coulee Dam,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lake Roosevelt School,12:00PM-1:00PM,"905 Crest Drive, Coulee Dam","'M', 'T', 'W', 'TH', 'F'",Grand Coulee Dam,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
White Buffalo,11:30AM-12:30PM,,,Nespelem,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
New HUD,11:30AM-12:30PM,,,Nespelem,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Old HUD,11:30AM-12:30PM,,,Nespelem,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
City Park,11:30AM-12:30PM,,,Nespelem,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Virginia Grainger Elementary (Main Entrance),11:00AM – 1:00PM,"1118 5th Avenue S, Okanogon","'M', 'T', 'W', 'TH', 'F'",Okanogon,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Okanogan Middle School and High School (Cafetorium Entrance),11:00AM-1:00PM,"244 5th Avenue N, Okanogan","'M', 'T', 'W', 'TH', 'F'",Okanogon,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Malott Improvement Club,11:30AM-12:30PM,Okanogon,"'M', 'T', 'W', 'TH', 'F'",Okanogon,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
North Elementary (cafeteria),7:00AM-1:00PM,"615 Oak Street, Omak","'M', 'T', 'W', 'TH', 'F'",Omak,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
East Elementary (cafeteria),7:00AM-1:00PM,"715 Omak Avenue, Omak","'M', 'T', 'W', 'TH', 'F'",Omak,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Omak Middle/High School (cafeteria),7:00AM-1:00PM,"20 S Cedar Street, Omak","'M', 'T', 'W', 'TH', 'F'",Omak,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tonasket High School,7:30AM-10:00AM,"35 HS WA-20, Tonasket","'M', 'T', 'W', 'TH', 'F'",Tonasket,Okanogan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bay Center Boat Launch,11:20AM,,,Naselle-Grays River Valley,Pacific County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rosburg Store,11:15AM,"4193 WA-4, Rosburg",,Naselle-Grays River Valley,Pacific County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Assembly of God Church,11:05AM,,,Naselle-Grays River Valley,Pacific County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chinook Coffee Shop,11:20AM,"719 US-101, Chinook",,Naselle-Grays River Valley,Pacific County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stratton Elementary School,11:00AM-12:00AM,"1201 5th Street, Newport","'M', 'T', 'W', 'TH', 'F'",Newport,Pend Oreille County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Columbia Junior High,9:00-10:00am,"2901 54th Ave E, Fife","'M', 'T', 'W', 'TH', 'F'",Fife,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Discovery,10:45-11:45am,"1205 19th Ave, Milton","'M', 'T', 'W', 'TH', 'F'",Fife,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Endeavour,10:45-11:45am,"1304 17th Ave, Milton","'M', 'T', 'W', 'TH', 'F'",Fife,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fife High School,9:00-10:00am,"5616 20th St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Fife,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hedden Elementary,10:45-11:45am,"11313 8th St E, Edgewood","'M', 'T', 'W', 'TH', 'F'",Fife,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Surprise Lake Middle School,9:45-10:45am,"2001 Milton Way, Milton","'M', 'T', 'W', 'TH', 'F'",Fife,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
121st St S and 8th Ave Court S,11:00am-1:00pm,"121st St S & 8th Ave Ct S, Parkland","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
136th St E and 68th Ave E,11:00am-1:00pm,"136th St E & 68th Ave E, South Hill","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Aravia Apartments,11:00am-1:00pm,"2300 Brookdale Rd E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bella on Canyon Apartments,11:00am-1:00pm,"14115 Canyon Rd E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Brookdale Elementary,11:00am-1:00pm,"611 132nd St S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Canyon Park Apartments,11:00am-1:00pm,"5617 112th St E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Avenue Elementary,11:00am-1:00pm,"4505 104th SE E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Christensen Elementary,11:00am-1:00pm,"10232 Barnes Ln S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Church for all Nations,11:00am-1:00pm,"111 112th St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Collins Elementary,11:00am-1:00pm,"4608 128th St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Coventry Court Apartments (74th and 76th),11:00am-1:00pm,"908 76th St Ct E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Demark Apartments,11:00am-1:00pm,"1707 74th St Ct E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Elmhurst Elementary,11:00am-1:00pm,"420 133rd St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Evergreen Baptist Church,11:00am-1:00pm,"2915 92nd St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ford Middle School,11:00am-1:00pm,"1602 104th St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Franklin Pierce High School,11:00am-1:00pm,"11002 18th Ave E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Harvard Elementary,11:00am-1:00pm,"1709 85th St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Heatherstone Apartments,11:00am-1:00pm,"1809 105th St Ct S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hewins Early Learning Center,11:00am-1:00pm,"12223 A St S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
James Sales Elementary,11:00am-1:00pm,"11213 S Sheridan Ave, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lakeshore Apartments,11:00am-1:00pm,"9615 18th Ave S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Midland Elementary,11:00am-1:00pm,"2300 105th St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Monterra Apartments,11:00am-1:00pm,"416 111th St Ct E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rainier Vista Apartments,11:00am-1:00pm,"4016 84th St E #6D, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sienna Park Apartments ,11:00am-1:00pm,"10710 17th Ave S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Washington High School,11:00am-1:00pm,"12420 Ainsworth Ave S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Westminster Apartments,11:00am-1:00pm,"10925 Park Ave S, Tacoma","'M', 'T', 'W', 'TH', 'F'",Franklin Pierce,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Firgrove Elementary,11:00-11:30am,"13918 Meridian Ave E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Steward Elementary,11:00-11:30am,"426 4th Ave NE, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wildwood Elementary,11:00-11:30am,"1601 26th Ave SE, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Waller Road Elementary,11:00-11:30am,"6312 Waller Rd E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Edgerton Elementary,11:00AM-12:00PM,"16528 127th Ave CT E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hunt Elementary ,11:00AM-12:00PM,"12801 144th St E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pope Elementary,11:00AM-12:00PM,"15102 122nd Ave E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ridgecrest Elementary,11:00AM-12:00PM,"12616 Shaw Rd E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sunrise Elementary,11:00AM-12:00PM,"2323 39th Ave SE, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Brouillet Elementary,11:00AM-12:00PM,"17207 94th Ave E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Carson Elementary,11:00AM-12:00PM,"8615 184th St E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dessie F. Evans Elementary,11:00AM-12:00PM,"7911 144th St E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Woodland Elementary,11:00AM-12:00PM,"7707 112th St E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Zeiger Elementary,11:00AM-12:00PM,"13800 94th Ave E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fruitland Elementary,11:00AM-12:00PM,"1515 S Fruitland, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Karshner Elementary,11:00AM-12:00PM,"1328 8th Ave NW, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Maplewood Elementary,11:00AM-12:00PM,"1110 W Pioneer, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Meeker Elementary,11:00AM-12:00PM,"409 5th St SW, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mountain View Elementary,11:00AM-12:00PM,"3411 119th Ave E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Northwood Elementary,11:00AM-12:00PM,"9805 24th St E, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Shaw Road  Elementary,11:00AM-12:00PM,"1106 Shaw Rd, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Spinning Elementary,11:00AM-12:00PM,"1306 East Pioneer, Puyallup","'M', 'T', 'W', 'TH', 'F'",Puyallup,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Anderson Island Elementary,11:30am-12:30am,"13005 Camus Road, Anderson Island","'M', 'T', 'W', 'TH', 'F'",Steilacoom,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cherrydale Primary School,11:30am-12:30am,"1201 Galloway St, Steilacoom","'M', 'T', 'W', 'TH', 'F'",Steilacoom,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chloe Clark Elementary,11:30am-12:30am,"1700 Palisade Boulevard, DuPont","'M', 'T', 'W', 'TH', 'F'",Steilacoom,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Saltar’s Point Elementary,11:30am-12:30am,"908 Third St, Steilacoom","'M', 'T', 'W', 'TH', 'F'",Steilacoom,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Middle School,11:30am-12:30am,"1750 Bob’s Hollow Lane, DuPont","'M', 'T', 'W', 'TH', 'F'",Steilacoom,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Steilacoom High School,11:30am-12:30am,"54 Sentinel Dr, Steilacoom","'M', 'T', 'W', 'TH', 'F'",Steilacoom,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Daffodil Valley Elementary,10:00am-12:00am,"1509 Valley Ave, Sumner","'M', 'T', 'W', 'TH', 'F'",Sumner,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Liberty Ridge Elementary,10:00am-12:00am,"12202 209th Ave Ct E, Bonney Lake","'M', 'T', 'W', 'TH', 'F'",Sumner,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
NE Tacoma Elementary,11:00AM-12:00PM,"5419 29th St NE, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Browns Point Elementary,11:00AM-12:00PM,"1526 51st ST NE, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fern Hill Elementary,10:30AM-11:30AM,"8442 S Park Ave, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Birney Elementary,11:00AM-12:00PM,"1202 S 76th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stafford Elementary,11:00AM-12:00PM,"1615 S 92nd St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Larchmont Elementary,10:45AM-11:45AM,"8601 E B St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Blix Elementary,11:00AM-12:00PM,"1302 E 38th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Boze Elementary,10:35AM-11:35AM,"1140 E 65th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lister Elementary,10:50AM-11:50AM,"2106 E 44th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Roosevelt Elementary,10:40AM-11:40AM,"3550 E Roosevelt Av, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Whitman Elementary,11:00AM-12:00PM,"1120 S 39th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Reed Elementary,10:57AM-11:57AM,"1802 S 36th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Madison Early Learning Center,11:00AM-12:00PM,"3105 S 43rd St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Arlington Elementary,11:00AM-12:00PM,"7202 S Pine St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Manitou Elementary,11:00AM-12:00PM,"4330 S 66th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Edison Elementary,10:50AM-11:50AM,"5830 S Pine St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stanley Elementary,11:00AM-12:00PM,"1712 S 17th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bryant Montessori,10:40AM-11:40AM,"717 S Grant Av, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
McCarver Elementary,11:15AM-12:15PM,"2112 S I St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jefferson Elementary,10:30AM-11:30AM,"4302 N 13th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lyon Elementary,10:45AM-11:45AM,"101 E 46th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mann Elementary,10:45AM-11:45AM,"1002 S 52nd St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fawcett Elementary,10:40AM-11:40AM,"126 E 60th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sheridan Elementary,10:40AM-11:40AM,"5317 E McKinley Ave, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pt Defiance Elementary,10:40AM-11:40AM,"4330 N Visscher St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Truman/Downing,11:00AM-12:00PM,"2502 N Orchard St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Skyline Elementary,10:40AM-11:40AM,"2301 N Mildred St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Geiger Montessori,11:00AM-12:00PM,"7401 S 8th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Delong Elementary,11:20AM-12:20PM,"4901 S 14th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Whittier Elementary,11:00AM-12:00PM,"777 Elm Tree Ln, Fircrest","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Baker Middle School,10:00am-12:00pm,"8001 S J St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
First Creek Middle School,10:00am-12:00pm,"1801 E 56th St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Giaudrone Middle School,10:00am-12:00pm,"4902 S Alaska St, Tacoma","'M', 'T', 'W', 'TH', 'F'",Tacoma,Pierce County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
